provinceid,citycode,timepoint,timepointstr,area,positionname,stationcode,co,co_24h,latitude,longitude,measure,no2,no2_24h,o3,o3_24h,o3_8h,o3_8h_24h,pm10,pm10_24h,pm2_5,pm2_5_24h,so2,so2_24h,aqi,colevel,no2level,o3level,o3_8hlevel,pm10level,pm2_5level,so2level,primarypollutant,quality,unheathful,orderid,ispublish,no,no_24h,nox,nox_24h
25,530500,2024-05-11T1800,2024年05月11日 18时,保山市,市环保局,2595A,0.4,0.5,25.1328,99.1711,各类人群可正常活动,3,5,125,—,115,115,31,41,14,15,7,7,40,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450500,2024-05-11T1800,2024年05月11日 18时,北海市,牛尾岭水库,1866A,—,—,21.588,109.2262,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
20,450500,2024-05-11T1800,2024年05月11日 18时,北海市,海滩公园,1867A,0.6,0.5,21.4086,109.1436,各类人群可正常活动,4,4,102,—,94,94,38,35,10,11,6,6,38,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450500,2024-05-11T1800,2024年05月11日 18时,北海市,新市环保局,1868A,0.6,0.6,21.4661,109.0981,各类人群可正常活动,6,5,89,—,87,87,24,30,9,11,5,5,28,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450500,2024-05-11T1800,2024年05月11日 18时,北海市,北海工业园,1869A,0.4,0.5,21.5233,109.1778,各类人群可正常活动,8,5,73,—,85,81,34,35,12,14,6,6,34,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450500,2024-05-11T1800,2024年05月11日 18时,北海市,龙潭自来水厂,3400A,0.6,0.7,21.4415,109.1911,各类人群可正常活动,5,3,95,—,86,86,30,32,15,18,5,5,30,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,万寿西宫,1001A,0.2,0.2,39.8784,116.3621,各类人群可正常活动,9,10,102,—,101,101,42,179,6,39,3,3,42,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,定陵,1002A,—,—,40.2915,116.2202,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,东四,1003A,0.4,0.4,39.9289,116.4174,各类人群可正常活动,8,12,93,—,89,89,47,253,7,51,3,2,47,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,天坛,1004A,0.2,0.2,39.8863,116.4072,各类人群可正常活动,9,11,100,—,98,98,33,182,7,40,1,1,33,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,农展馆,1005A,0.1,0.2,39.9365,116.462,各类人群可正常活动,10,11,93,—,90,90,36,241,6,63,2,2,36,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,官园,1006A,0.1,0.1,39.9295,116.3392,各类人群可正常活动,11,12,107,—,104,104,44,195,6,39,2,2,44,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,海淀万柳,1007A,0.2,0.2,39.9611,116.2878,各类人群可正常活动,20,20,103,—,98,98,33,177,10,38,4,4,33,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,顺义新城,1008A,0.1,0.2,40.135,116.6636,极少数异常敏感人群应减少户外活动,7,14,94,—,98,98,72,328,9,74,3,3,61,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,怀柔镇,1009A,0.2,0.4,40.3275,116.6275,极少数异常敏感人群应减少户外活动,5,5,94,—,96,96,87,295,13,65,3,3,69,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,昌平镇,1010A,0.0,0.1,40.217,116.2296,各类人群可正常活动,11,16,85,—,83,83,43,203,7,35,3,3,43,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,奥体中心,1011A,0.2,0.2,39.9821,116.3966,各类人群可正常活动,7,17,88,—,86,86,40,229,8,70,2,3,40,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,古城,1012A,0,0,39.9136,116.184,各类人群可正常活动,11,10,100,—,96,96,34,188,7,31,1,2,34,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,延庆夏都,3281A,0.0,0.1,40.4529,115.9718,各类人群可正常活动,5,5,107,—,101,101,49,236,10,67,3,3,49,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,平谷新城,3417A,0.1,0.2,40.1465,117.0709,极少数异常敏感人群应减少户外活动,6,6,92,—,93,93,77,294,10,72,3,3,64,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,密云新城,3418A,0.2,0.2,40.4095,116.8336,极少数异常敏感人群应减少户外活动,6,5,92,—,93,93,84,303,17,72,3,3,67,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,门头沟三家店,3671A,—,—,39.9726,116.088,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,丰台云岗,3672A,0.1,0.2,39.8204,116.1541,各类人群可正常活动,6,5,95,—,92,92,33,186,6,34,3,3,33,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,通州东关,3673A,0.2,0.2,39.9081,116.6804,极少数异常敏感人群应减少户外活动,4,9,95,—,93,93,58,317,7,75,3,3,54,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,房山燕山,3674A,0.1,0.2,39.7603,115.9577,各类人群可正常活动,5,5,91,—,87,87,33,194,6,38,3,3,33,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,大兴旧宫,3675A,0.1,0.2,39.7733,116.4672,各类人群可正常活动,8,10,102,—,99,99,42,191,5,39,3,3,42,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,延庆石河营,3694A,0.1,0.1,40.4563,115.986,各类人群可正常活动,4,3,114,—,107,107,40,233,6,54,3,3,40,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,怀柔新城,3695A,0.1,0.1,40.3053,116.6151,极少数异常敏感人群应减少户外活动,2,2,94,—,95,95,68,299,12,63,3,3,59,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,丰台小屯,3696A,0.2,0.2,39.8768,116.2545,各类人群可正常活动,4,7,100,—,94,94,44,190,6,36,3,3,44,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
1,110000,2024-05-11T1800,2024年05月11日 18时,北京市,密云镇,3697A,0.1,0.1,40.3844,116.84,极少数异常敏感人群应减少户外活动,4,8,89,—,89,89,76,283,16,74,3,3,63,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210500,2024-05-11T1800,2024年05月11日 18时,本溪市,大峪,1761A,0.8,0.7,41.3064,123.8275,极少数异常敏感人群应减少户外活动,21,9,91,—,102,102,109,106,22,23,14,11,80,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210500,2024-05-11T1800,2024年05月11日 18时,本溪市,溪湖,1762A,0.4,0.9,41.3325,123.7567,极少数异常敏感人群应减少户外活动,11,15,90,—,101,101,106,112,12,23,14,10,78,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210500,2024-05-11T1800,2024年05月11日 18时,本溪市,彩屯,1763A,0.6,1.4,41.3094,123.7169,极少数异常敏感人群应减少户外活动,19,20,84,—,98,98,59,98,14,26,8,12,55,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210500,2024-05-11T1800,2024年05月11日 18时,本溪市,东明,1764A,1.4,0.9,41.2864,123.7669,极少数异常敏感人群应减少户外活动,29,16,78,—,88,88,120,146,22,22,18,13,85,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210500,2024-05-11T1800,2024年05月11日 18时,本溪市,新立屯,1765A,0.6,0.5,41.2664,123.7992,极少数异常敏感人群应减少户外活动,18,10,92,—,100,100,104,109,24,37,13,11,77,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210500,2024-05-11T1800,2024年05月11日 18时,本溪市,威宁,1766A,0.4,0.5,41.3472,123.8142,极少数异常敏感人群应减少户外活动,21,16,79,—,93,93,142,124,32,33,8,7,96,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
24,522400,2024-05-11T1800,2024年05月11日 18时,毕节市,八中,2587A,0.4,0.5,27.3125,105.2864,各类人群可正常活动,7,7,92,—,92,92,8,26,3,23,5,4,29,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
24,522400,2024-05-11T1800,2024年05月11日 18时,毕节市,师专,2588A,0.4,0.5,27.2944,105.31,各类人群可正常活动,8,7,85,—,88,86,5,28,4,24,6,6,27,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
24,522400,2024-05-11T1800,2024年05月11日 18时,毕节市,长征村,3537A,0.4,0.5,27.3533,105.3631,各类人群可正常活动,6,6,94,—,98,95,4,40,2,31,6,6,30,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
15,371600,2024-05-11T1800,2024年05月11日 18时,滨州市,第二水厂,1629A,0.4,0.5,37.3617,118.0018,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,14,15,128,—,112,112,156,394,36,87,6,6,103,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
15,371600,2024-05-11T1800,2024年05月11日 18时,滨州市,北中新校,1630A,0.5,0.6,37.393,117.9776,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,23,16,107,—,98,98,151,356,58,105,9,12,101,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
15,371600,2024-05-11T1800,2024年05月11日 18时,滨州市,中海酒店,3514A,0.4,0.6,37.3956,117.9378,极少数异常敏感人群应减少户外活动,8,10,130,—,114,114,117,310,41,87,9,11,84,1,1,1,2,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,371600,2024-05-11T1800,2024年05月11日 18时,滨州市,开发区一中,3515A,0.7,0.6,37.3553,117.9378,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,10,7,123,—,108,108,161,476,31,98,21,12,106,1,1,1,2,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
15,371600,2024-05-11T1800,2024年05月11日 18时,滨州市,金海六路,3516A,0.4,0.4,37.694,118.0917,极少数异常敏感人群应减少户外活动,8,13,135,—,116,116,88,402,7,79,8,8,69,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,371600,2024-05-11T1800,2024年05月11日 18时,滨州市,滨州市西街道办事处,4028A,0.5,0.6,37.3753,117.9956,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,13,13,121,—,107,107,171,391,29,104,8,9,111,1,1,1,2,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
12,341600,2024-05-11T1800,2024年05月11日 18时,亳州市,污水处理厂,2311A,0.1,0.3,33.8399,115.8072,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,6,5,123,—,114,114,279,166,57,42,9,10,165,1,1,1,2,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
12,341600,2024-05-11T1800,2024年05月11日 18时,亳州市,三国揽胜宫,2312A,0.2,0.5,33.8518,115.7789,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,3,4,124,—,113,113,332,162,50,45,9,10,191,1,1,1,2,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
12,341600,2024-05-11T1800,2024年05月11日 18时,亳州市,亳州学院,3332A,0.3,0.5,33.8034,115.7633,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,5,6,129,—,117,117,303,167,52,39,9,10,177,1,1,1,2,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
31,652700,2024-05-11T1800,2024年05月11日 18时,博尔塔拉蒙古自治州,市党校,2693A,0.3,0.4,44.8556,82.0485,各类人群可正常活动,5,8,146,—,133,133,30,39,8,10,14,11,46,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
31,652700,2024-05-11T1800,2024年05月11日 18时,博尔塔拉蒙古自治州,市环保局,2694A,0.4,0.4,44.8969,82.0806,各类人群可正常活动,6,17,146,—,131,131,35,50,13,16,10,10,46,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
3,130900,2024-05-11T1800,2024年05月11日 18时,沧州市,沧县城建局,1071A,0.3,0.3,38.2991,116.8842,极少数异常敏感人群应减少户外活动,8,14,124,—,112,112,66,338,16,83,1,2,58,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
3,130900,2024-05-11T1800,2024年05月11日 18时,沧州市,电视转播站,1072A,0.3,0.2,38.3254,116.8584,极少数异常敏感人群应减少户外活动,9,10,124,—,110,110,56,281,14,58,1,4,53,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
3,130900,2024-05-11T1800,2024年05月11日 18时,沧州市,市环保局,1073A,0.3,0.3,38.3228,116.8709,极少数异常敏感人群应减少户外活动,13,15,126,—,116,116,84,297,40,96,2,3,67,1,1,1,2,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
3,130900,2024-05-11T1800,2024年05月11日 18时,沧州市,河北水利电力学院,3324A,0.1,0.1,38.3004,116.8136,极少数异常敏感人群应减少户外活动,8,14,126,—,114,114,63,330,14,85,4,5,57,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
26,542100,2024-05-11T1800,2024年05月11日 18时,昌都市,昌都监测站,2622A,0.3,0.3,31.1273,97.1806,各类人群可正常活动,4,6,119,—,116,116,11,14,8,11,9,9,38,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
26,542100,2024-05-11T1800,2024年05月11日 18时,昌都市,昌都会议中心,3719A,0.4,0.4,31.1406,97.1714,各类人群可正常活动,2,8,125,—,120,120,16,22,7,14,6,6,40,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
31,652300,2024-05-11T1800,2024年05月11日 18时,昌吉回族自治州,天山天池,2690A,0.6,0.4,43.8886,88.1236,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,9,6,204,—,136,136,26,6,6,3,10,6,102,1,1,3,3,1,1,1,臭氧1小时,轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
31,652300,2024-05-11T1800,2024年05月11日 18时,昌吉回族自治州,新区政务中心,2692A,0.4,0.5,44.0297,87.2717,极少数异常敏感人群应减少户外活动,11,22,160,—,143,143,—,42,62,21,12,11,84,1,1,1,2,1,2,1,细颗粒物(PM2.5),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
31,652300,2024-05-11T1800,2024年05月11日 18时,昌吉回族自治州,亚心广场,3613A,0.5,0.4,44.0142,87.3095,极少数异常敏感人群应减少户外活动,15,26,177,—,155,155,58,48,9,10,12,8,72,1,1,2,3,2,1,1,臭氧1小时,良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
7,220100,2024-05-11T1800,2024年05月11日 18时,长春市,食品厂,1119A,0.4,0.3,43.9166,125.3325,极少数异常敏感人群应减少户外活动,26,13,57,—,85,78,76,82,11,15,6,6,63,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
